Entity,Relation,Sentiment
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家-人物<中,习近平主席>",positive
美,"国家间<中方,美方>",positive
习近平主席,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中方,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美国,"国家-人物<美国,前国务卿基辛格>",positive
前国务卿基辛格,"国家间<美,中>",positive
美,"国家间<美,中>",positive
中,"国家间<中,美>",negative
美,"国家间<美方,中方>",negative
美国,"国家-人物<美国,国务卿布林肯>",positive
国务卿布林肯,"国家-人物<美国,财政部长耶伦>",positive
财政部长耶伦,"国家-人物<美国,商务部长雷蒙多>",positive
商务部长雷蒙多,"国家间<美国,华>",positive
华,"国家间<中,美>",positive
中,"机构-人物<中共中央政治局委员,王毅>",positive
美,"机构-人物<外交部,王毅>",positive
中共中央政治局委员,"机构-人物<国务院,何立峰>",positive
外交部,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
美中航空遗产基金会,"机构-人物<美中航空遗产基金会,访华代表团成员>",neutral
上海爱乐乐团与费城交响乐团,"机构-人物<上海爱乐乐团与费城交响乐团,演奏家们>",neutral
演奏家们,"机构间<上海爱乐乐团与费城交响乐团,首届中国新年音乐会>",neutral
美,"国家-人物<美国,杰弗里·萨克斯>",positive
中,"机构-人物<哥伦比亚大学,杰弗里·萨克斯>",positive
埃及外事委员会,"机构-人物<埃及外事委员会,成员赫芭·贾迈勒>",positive
成员赫芭·贾迈勒,"国家间<中,美>",positive
中,"国家间<中,美>",positive
中国,"国家间<中国,亚太命运共同体>",positive
亚太命运共同体,"国家-机构<亚太地区,亚太命运共同体>",positive
亚太地区,"国家-机构<亚太地区,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太命运共同体>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
亚太命运共同体,"国家间<中国,亚太命运共同体>",positive
亚太命运共同体,"国家间<中国,亚太>",positive
亚太地区,"国家间<中国,亚太地区>",positive
中国,"国家-机构<亚太地区,亚太经合组织>",positive
亚太经合组织,"机构-人物<亚太经合组织领导人非正式会议,习近平主席>",positive
亚太经合组织领导人非正式会议,"国家间<中国,亚太经合组织成员>",positive
中,"国家间<中,老>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太国家>",positive
中,"国家间<中,老>",neutral
老挝,"国家-机构<老挝,中老铁路>",positive
中国-太平洋岛国应对气候变化合作中心,"国家-机构<泰国,诗琳通大坝综合浮体光伏项目>",positive
泰国,"国家-机构<老挝,万象赛色塔低碳示范区>",positive
诗琳通大坝综合浮体光伏项目,"国家间<中国,地区国家>",positive
老挝,"国家间<中国,泰国>",positive
万象赛色塔低碳示范区,"国家间<中国,老挝>",positive
泰国,"国家-机构<泰国,乌汶府诗琳通大坝综合浮体光伏项目>",neutral
中国,"国家间<中国,东盟>",positive
新加坡,"国家-人物<新加坡,总理李显龙>",positive
总理李显龙,"国家间<中国,地区>",positive
中国,"国家间<中国,世界>",positive
地区,"国家间<中国,中小国家>",positive
印尼帕查查兰大学,"机构-人物<印尼帕查查兰大学,国际关系专家特库·礼萨夏>",positive
国际关系专家特库·礼萨夏,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,伙伴国>",positive
中国,"国家间<中国,世界>",positive
世界,"国家间<中国,100多个国家>",positive
第三届“一带一路”国际合作高峰论坛,"国家间<中国,国际组织>",positive
中国,"国家间<中国,全球嘉宾>",positive
100多个国家,"国家-机构<中国,第134届广交会>",positive
国际组织,"国家-机构<中国,第六届进博会>",positive
中国,"国家间<中国,广大发展中国家>",positive
广大发展中国家,"机构-人物<第三届“一带一路”国际合作高峰论坛,习近平主席>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
泰国正大管理学院中国-东盟研究中心,"机构-人物<泰国正大管理学院中国-东盟研究中心,主任汤之敏>",positive
主任汤之敏,"国家间<中国,各国>",positive
乌克兰,"国家间<巴,以>",neutral
巴,"国家间<亚太地区,个别国家>",neutral
以,"国家间<个别国家,地区国家>",neutral
联合国,"国家间<个别国家,地区>",neutral
一些国家,"国家间<联合国,一些国家>",neutral
中,"国家间<中,美>",positive
中国,"国家-人物<肯尼亚,国际问题学者卡文斯·阿德希尔>",positive
亚太经合组织第三十次领导人非正式会议,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,发展中国家>",positive
亚太地区,"国家间<中国,新兴市场国家>",positive
巴西中国问题研究中心,"机构-人物<巴西中国问题研究中心,主任罗尼·林斯>",positive
主任罗尼·林斯,"机构-人物<此次会议,中国领导人>",positive
俄罗斯科学院中国与现代亚洲研究所中国社会经济研究中心,"机构-人物<俄罗斯科学院中国与现代亚洲研究所中国社会经济研究中心,研究员罗扎利娅·瓦尔法洛夫斯卡娅>",positive
研究员罗扎利娅·瓦尔法洛夫斯卡娅,"国家间<中国,亚太经合组织>",positive
中国,"国家间<中国,上合组织>",positive
亚太经合组织,"国家间<中国,金砖国家>",positive
习近平主席,"国家间<中国,亚太>",positive
亚太经合组织第三十次领导人非正式会议,"国家间<国际社会,亚太>",positive
亚太经合组织首次领导人会议,"国家间<中国,亚太>",positive
中国,"国家-人物<中国,习近平主席>",positive
亚太,"机构-人物<亚太经合组织领导人非正式会议,习近平主席>",positive
习近平主席,"国家间<中国,亚太>",positive
印度尼西亚,,positive
习近平主席,,positive
亚太地区,,positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太区域>",positive
中国,"国家间<中国,亚太>",positive
亚太区域,"国家-人物<中国,习近平主席>",positive
亚太经合组织,"国家-机构<亚太,亚太经合组织>",positive
亚太,"国家间<所有成员,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家-人物<中国,习近平主席>",positive
习近平主席,"国家间<中国,亚太经合组织>",positive
中国,"国家间<中国,亚太共同体>",positive
习近平主席,"国家间<亚太,全球>",positive
亚太经合组织,"国家间<亚太,亚太命运共同体>",positive
亚太命运共同体,,positive
习近平主席,,positive
亚太,,positive
亚太,"国家-机构<亚太,亚太经合组织>",positive
习近平主席,"国家间<亚太,亚太命运共同体>",positive
习近平主席,"国家间<亚太命运共同体,中国>",positive
亚太经合组织成员,"国家-人物<中国,习近平主席>",positive
亚太命运共同体,"国家间<中国,亚太>",positive
中国,"国家间<中国,地区>",positive
中国,"国家间<中国,世界>",positive
中国,"国家间<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中方,亚太命运共同体>",positive
中方,"国家间<中国,各方>",positive
亚太经合组织,"国家-机构<亚太经合组织,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<亚太,中国>",positive
中国,"国家间<中国,世界>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家间<中国,世界>",positive
亚太,"国家间<中国,亚太经合组织>",positive
中国,"国家间<中国,亚太>",positive
世界,"国家间<中国,世界>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太地区>",positive
亚太地区,"国家间<中国,其他成员国>",positive
亚太经合组织领导人北京会议,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"机构-人物<印度尼西亚经济统筹部,副部长埃迪·普里奥·潘布迪>",positive
东盟,"国家间<中国,世界>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家间<亚太地区,中国>",positive
中方,"国家间<中方,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家间<亚太,中国>",positive
亚太经合组织第三十次领导人非正式会议,"国家-机构<亚太地区,亚太经合组织第三十次领导人非正式会议>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家-机构<中国,中国企业>",positive
中国企业,"国家间<中国,太平洋岛国>",positive
亚太经合组织可持续能源中心,"国家-机构<墨西哥,尤卡坦半岛齐拉姆红树林保护区>",positive
中国,"国家间<亚太,中国>",positive
太平洋岛国,"机构-人物<亚太经合组织,秘书处执行主任丽贝卡·玛利亚>",positive
中国,"国家间<中国,拉美国家>",positive
拉美国家,"机构间<中国企业,泰国医院服务流程>",positive
中国企业,"国家间<中国,东盟>",positive
泰国医院服务流程,"国家间<中国,东盟>",positive
中国,"国家间<中国,亚太>",positive
东盟,"国家间<中国,世界>",positive
亚太,"国家间<中国,亚太>",positive
亚洲基础设施投资银行,"国家间<中国,世界>",positive
亚太地区,,positive
亚太地区,,positive
亚太经合组织首次领导人会议,"机构间<亚太经合组织,亚太经合组织首次领导人会议>",positive
亚太,"国家间<亚太,亚太命运共同体>",positive
亚太命运共同体,"国家间<亚太各国,亚太命运共同体>",positive
柬埔寨,"国家间<柬埔寨,中国>",positive
中国,"国家-人物<柬埔寨,邓迪那>",positive
柬埔寨,"国家间<中国,柬埔寨>",positive
亚太,"国家间<亚太,亚太经合组织每个成员>",positive
亚太经合组织每个成员,"国家间<中国,所有国家>",positive
中国,"国家间<中国,亚太命运共同体>",positive
所有国家,"国家间<中国,亚太命运共同体>",positive
中国,"国家间<中国,亚太>",positive
亚太命运共同体,"国家间<亚太命运共同体,亚太各方>",positive
亚太各方,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太命运共同体>",positive
美国,"国家-机构<亚太经合组织第三十次领导人非正式会议,美国>",positive
亚太经合组织第三十次领导人非正式会议,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
亚太各经济体,"国家间<亚太各经济体,亚太命运共同体>",positive
亚太命运共同体,"国家间<亚太各经济体,亚太地区>",positive
中国,"国家间<中国,地区伙伴>",positive
地区伙伴,"国家间<中国,亚太>",positive
中华人民共和国,"国家-人物<	中华人民共和国,习近平>",neutral
泰国,"国家-人物<泰国,巴育总理>",positive
亚太经合组织（APEC）第三十次领导人非正式会议,"国家间<中国,各成员>",positive
中国,"国家间<中国,亚太地区>",positive
美国,"机构-人物<新华社,李睿>",neutral
亚太经合组织会议国际媒体中心,"国家-机构<美国,亚太经合组织会议国际媒体中心>",neutral
中国,"国家间<中国,亚太>",positive
国际货币基金组织,"国家间<亚太地区,世界>",positive
APEC,"国家-机构<亚太地区,APEC>",positive
亚太地区,"机构间<亚太经合组织第二十七次领导人非正式会议,APEC>",positive
南开大学APEC研究中心,"机构-人物<南开大学APEC研究中心,刘晨阳>",positive
刘晨阳,"国家-机构<亚太区域,亚太共同体>",positive
中国,"国家间<中国,亚太>",positive
亚太,"机构-人物<亚太经合组织工商领导人峰会,习近平主席>",positive
习近平主席,"机构-人物<亚太经合组织第二十九次领导人非正式会议,习近平主席>",positive
中国,"国家间<中国,亚太地区>",positive
亚太地区,"国家间<中国,广大APEC成员>",positive
中国,"国家间<中国,亚太命运共同体>",positive
国家主席习近平,"机构-人物<亚太经合组织第二十八次领导人非正式会议,国家主席习近平>",positive
柬埔寨皇家科学院国际关系研究所,"机构-人物<柬埔寨皇家科学院国际关系研究所,所长金平>",positive
所长金平,"机构间<柬埔寨皇家科学院国际关系研究所,人民网>",positive
亚太地区,"国家间<中国,亚太命运共同体>",positive
中国,"国家间<亚太地区,中国>",positive
亚太经合组织第二十九次领导人非正式会议,"国家间<中方,亚太命运共同体>",positive
泰国,"国家-机构<泰国,亚太经合组织会议>",neutral
亚太经合组织会议,"机构-人物<新华社,王腾 >",neutral
中国,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
亚太,"国家间<中国,各国>",positive
中国,"国家间<中国,发展中国家>",positive
中国,"国家间<中国,人类命运共同体>",positive
中国,"国家间<中国,东盟>",neutral
东盟,"国家-机构<中国,协同创新中心>",neutral
协同创新中心,"机构-人物<新华社,胡星宇>",neutral
中国,"国家间<中国,亚太>",positive
中国,"国家间<中国,联合国>",positive
中国,"国家-机构<中国,雅万高铁等东南亚基础设施建设项目>",positive
APEC,"国家间<中国,APEC成员>",positive
雅万高铁等东南亚基础设施建设项目,"国家间<中国,亚太>",positive
习近平主席,"机构-人物<商务部国际贸易经济合作研究院绿色经贸中心,主任许英明>",positive
中国,"国家-人物<中国,许英明>",positive
许英明,"机构间<世界贸易组织,APEC>",positive
许英明,"国家间<中国,东盟>",positive
中国,"国家-机构<中国,我国自贸试验区和自由贸易港试点>",positive
东盟,"国家-人物<中国,许英明>",positive
立陶宛,"国家-机构<立陶宛,北约峰会>",positive
北约,"国家间<北约,亚太>",negative
亚太,"国家间<北约,亚太地区>",negative
北约,"国家间<北约,全球>",negative
亚太地区,"国家间<北约,欧洲>",negative
全球,"国家间<北约,亚太>",negative
美国,"国家间<美国,亚太>",neutral
美国联邦,"国家-人物<美国联邦,参议员卢比奥>",neutral
参议员卢比奥,"国家间<美国,亚太地区>",neutral
美国,"国家间<美国,亚太地区>",negative
亚太地区,"国家间<美国,地区>",negative
亚太地区,"国家-人物<亚太地区,专家>",negative
美国,"国家间<美国,中国>",negative
亚太地区,"国家间<美国,亚太地区>",negative
日本,"国家间<美国,日本>",positive
韩国,"国家间<美国,韩国>",positive
美国,"国家间<美国,日本>",positive
日本,"国家间<美国,韩国>",positive
美国,"国家间<美国,朝鲜>",positive
韩国,"国家间<韩,日>",positive
朝鲜,"国家间<美,日>",positive
美国,"国家间<美,韩>",positive
韩,"国家间<日,韩>",positive
美国,"机构-人物<新华社,刘杰>",neutral
菲律宾,"国家间<美,日>",positive
美,"国家间<美,菲>",positive
日,"国家间<日,菲>",positive
菲,"国家间<美,菲>",positive
美,"国家间<美,澳>",positive
菲,"国家间<菲,澳>",positive
澳,"国家间<菲律宾,美国>",positive
美国,"国家间<美,英>",positive
美,"国家间<美,澳>",positive
英,"国家间<英,澳>",positive
澳,"国家间<美国,英国>",positive
英国,"国家间<美国,澳大利亚>",positive
美国,"国家间<美国,亚太地区>",negative
东日本国际大学,"机构-人物<东日本国际大学,西园寺一>",negative
西园寺一,"国家间<一些国家,中国>",negative
美国,"国家间<美国,这些国家>",negative
中国,"国家间<这些国家,中国>",negative
一些国家,"机构-人物<韩国朝鲜大学院大学,教授金东烨>",negative
这些国家,"国家间<美,朝鲜>",negative
中国,"国家间<日,朝鲜>",negative
美国,"国家间<韩,朝鲜>",negative
韩国朝鲜大学院大学,"国家间<美,中国>",negative
教授金东烨,"国家间<日,中国>",negative
美,"国家间<韩,中国>",negative
新华社,"机构-人物<新华社,刘杰>",neutral
地区国家,"国家间<地区国家,美国>",neutral
美国,"国家间<美国,中国>",neutral
美国,"机构-人物<澳大利亚格里菲斯大学,荣誉教授马克林>",neutral
中国,"国家间<中国,美国>",neutral
美国,"国家间<美国,地区国家>",negative
地区国家,"机构-人物<韩国汉阳大学亚太地区研究中心,权起植>",negative
相关国家,"国家间<美国,韩国>",negative
亚太地区,"国家间<美国,朝鲜半岛>",negative
韩国汉阳大学亚太地区研究中心,"国家间<美国,东北亚地区>",negative
权起植,"机构-人物<菲律宾“亚洲世纪”战略研究所,副所长安娜·马林博格－乌伊>",negative
美国,"国家间<美国,菲律宾>",negative
韩国,"国家间<美国,亚太地区>",negative
美国,"国家间<美国,亚太地区>",negative
亚太地区,"国家间<亚太国家,美国>",negative
日本,"机构-人物<日本山口大学,名誉教授纐缬厚>",positive
美国,"国家间<日,美>",positive
日本山口大学,"国家间<日本,美国>",positive
韩国,"国家间<韩国,美日阵营>",negative
美日阵营,"国家间<韩国,美国>",negative
韩国,"国家-人物<韩国,李钟奭>",negative
美国,"国家-机构<美国,美日韩军事与政治合作>",negative
菲律宾,"国家-人物<菲律宾,总统马科斯>",neutral
总统马科斯,"国家间<该国军事基地,中国>",neutral
中国,"国家间<该国军事基地,其他国家>",neutral
其他国家,"国家间<菲方,美国>",neutral
该国军事基地,"国家间<菲,美>",neutral
菲律宾,"国家间<菲律宾,美国>",negative
菲律宾,"机构-人物<新华社,乌马利>",negative
澳大利亚,"国家间<美,英>",negative
美,"国家间<美,澳>",negative
英,"国家间<英,澳>",negative
澳,"国家-人物<澳,参议员乔登·斯蒂尔－约翰>",negative
澳,"机构-人物<联邦议会,参议员乔登·斯蒂尔－约翰>",negative
参议员乔登·斯蒂尔－约翰,"国家间<澳,美英军火商>",negative
联邦议会,"国家间<澳,美国>",negative
纐缬厚,"国家间<美国,世界各国>",positive
APEC,"国家-机构<亚太地区,APEC>",positive
亚太地区,"国家-机构<亚太命运共同体,APEC>",positive
亚太命运共同体,"机构-人物<APEC会议,习近平主席>",positive
中国,"国家间<中国,亚太各成员>",positive
亚太各成员,"国家间<中国,亚太命运共同体>",positive
印尼,"国家-机构<雅万高铁,印尼>",positive
雅万高铁,"国家间<中国,印尼>",positive
亚太地区,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太地区>",positive
安德烈斯·迪亚斯·贝多亚,"机构-人物<墨西哥“数字乡村”项目,安德烈斯·迪亚斯·贝多亚>",positive
墨西哥“数字乡村”项目,"国家-机构<中国,中国电商企业>",positive
中国电商企业,"机构-人物<中国电商企业,安德烈斯·迪亚斯·贝多亚>",positive
习近平主席,"机构-人物<亚太经合组织第三十次领导人非正式会议,习近平主席>",positive
亚太,"国家-机构<亚太,亚太经合组织>",neutral
习近平主席,"国家-人物<大国,习近平主席>",positive
亚太,"国家间<大国,亚太>",positive
亚太地区,"国家间<大国,亚太地区>",positive
中国,"国家间<中国,亚太地区>",positive
亚太地区,"国家-人物<中国,习近平主席>",positive
亚太地区,"国家-人物<亚太地区,领导人>",positive
习近平主席,"机构-人物<亚太经合组织工商领导人峰会,习近平主席>",neutral
亚太经合组织工商领导人峰会,"机构-人物<领导人非正式会议,习近平主席>",neutral
亚太,"国家间<亚太地区,中国>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
中国,"国家间<中国,世界各国>",positive
习近平主席,"机构-人物<亚太经合组织领导人非正式会议,习近平主席>",positive
亚太经合组织领导人非正式会议,"国家间<中方,亚太地区>",positive
中方,"国家间<中方,本地区>",positive
本地区,"国家间<中方,地区成员>",positive
地区成员,"国家间<中方,各国>",positive
各国,"国家间<中方,亚太地区>",positive
亚太地区,"国家间<亚太地区,地区成员>",positive
亚太地区,"国家-机构<亚太地区,亚太经合组织>",positive
习近平主席,,positive
亚太,,positive
亚太,"国家间<亚太,各方>",positive
亚太命运共同体,"国家-人物<中国,国家主席习近平>",positive
亚太,"机构-人物<亚太经合组织第二十九次领导人非正式会议,国家主席习近平>",positive
中国,"国家间<中国,亚太>",positive
国家主席习近平,"国家间<中国,亚太命运共同体>",positive
亚太地区,,positive
亚太区域,,positive
亚太地区,,positive
亚太地区,,positive
亚太经合组织工商领导人峰会,"机构-人物<亚太经合组织工商领导人峰会,习近平主席>",neutral
亚太,"国家间<中国,亚太>",positive
中国,"机构-人物<亚太经合组织,习近平主席>",positive
亚太经合组织,"国家间<中国,亚太>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太命运共同体>",positive
中国,"国家间<中国,亚太经合组织>",positive
亚太,"国家间<中国,地区各国>",positive
亚太,"国家间<亚太,中国>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太经济体>",positive
亚太,"国家间<中国,亚太国家>",positive
中国,"国家-机构<中国,印尼雅万高铁>",positive
亚太经济体,"国家-机构<中国,中老铁路>",positive
中国,"国家-机构<中国,柬埔寨金港高速公路>",positive
亚太国家,"国家间<中国,亚太>",positive
印尼雅万高铁,"国家间<中国,亚太>",positive
中老铁路,"国家间<中国,亚太经合组织>",positive
柬埔寨金港高速公路,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<亚太,中国>",positive
亚太,"国家间<中国,世界>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太大家庭各成员>",positive
亚太经合组织,"机构-人物<亚太经合组织,财政部长>",positive
国家主席习近平,"机构-人物<亚太经合组织领导人同东道主嘉宾非正式对话会,国家主席习近平>",neutral
习近平,,positive
亚太经合组织,,positive
联合国,"国家间<中方,国际社会>",positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家间<中国,发展中国家>",positive
中国,"国家间<中国,全球发展共同体>",positive
美国,"国家-人物<美国,总统拜登>",neutral
国家主席习近平,"机构-人物<亚太经合组织领导人同东道主嘉宾非正式对话会,国家主席习近平>",neutral
亚太中心公交场站,"国家-机构<亚太,亚太中心公交场站>",positive
中,"国家间<中,日>",positive
日,"国家间<日本,中方>",positive
日本,"国家间<美国,日本>",neutral
拜登,"国家-人物<美国,拜登>",neutral
日本,"国家间<日,美>",positive
日,"国家间<日,美>",positive
美,"国家间<日本,美国>",positive
日,"国家间<日本,美国>",positive
美,"国家间<日,美>",positive
日,"国家间<日,美>",positive
美,"国家间<北约,亚太>",positive
日本,"国家间<美,日>",positive
北约,"国家间<日本,北约>",positive
日本,"国家间<日本,美>",negative
亚太地区,"国家间<日本,欧>",negative
美,"国家间<日本,亚太地区>",negative
欧,"国家间<美国,北约>",negative
美国,"国家间<美国,中国>",negative
北约,"国家间<北约,中国>",negative
中国,"国家间<日本,地区>",negative
日本,"国家间<亚太,本地区>",negative
日本,"国家间<日,美>",neutral
日本,"国家间<日本,北约>",neutral
日本,"国家间<日本,邻国>",neutral
日,"国家间<日本,美国>",neutral
美,"国家间<日本,亚洲国家>",neutral
日本,"国家间<日本,美国>",negative
孙中山,"国家间<日本,美国>",negative
日本,"国家间<日本,亚洲邻国>",negative
亚洲国家,"国家间<亚洲国家,日本>",neutral
亚洲国家,"国家间<亚太地区,日本>",neutral
日本,"国家间<日本,亚洲邻国>",neutral
亚太地区,"国家间<日本,地区>",neutral
美国,"国家-人物<美国,总统拜登>",positive
总统拜登,"国家间<中,美>",positive
国家主席习近,"机构-人物<亚太经合组织（APEC）第三十次领导人非正式会议,国家主席习近>",positive
中共中央政治局,"机构-人物<中共中央政治局,王毅>",neutral
中,"国家间<中,美>",positive
美,"国家-人物<中,习近平主席>",positive
亚太,"国家间<中,美>",positive
习近平主席,"国家间<中,亚太>",positive
中国国际问题研究院美国研究所,"机构-人物<中国国际问题研究院美国研究所,副所长 苏晓晖>",positive
副所长 苏晓晖,"国家间<中,美>",positive
中,"国家间<中,美>",neutral
美,"国家间<中,美>",neutral
中,"国家间<中,美>",neutral
中国人民大学国际关系学院,"机构-人物<中国人民大学国际关系学院,刁大明>",positive
刁大明,"国家间<中,美>",positive
中,"国家间<中,美>",positive
习近平主席,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中国人民大学国际关系学院,"机构-人物<中国人民大学国际关系学院,刁大明>",positive
刁大明,"国家间<中,美>",positive
中方,"国家间<中,美>",positive
中国国际问题研究院美国研究所,"机构-人物<中国国际问题研究院美国研究所,苏晓晖>",positive
苏晓晖,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
王毅,"国家间<中,美>",positive
中国人民大学国际关系学院,"机构-人物<中国人民大学国际关系学院,刁大明>",positive
刁大明,"国家-机构<安理会,常任理事国>",positive
中,"国家间<中,美>",positive
外交学院,"机构-人物<外交学院,高飞>",positive
高飞,"国家间<中,美>",positive
美国,"国家间<美国,中国>",positive
美国友好团体联合举办的欢迎宴会,"国家间<中,美>",positive
中国国际问题研究院美国研究所,"机构-人物<中国国际问题研究院美国研究所,苏晓晖>",positive
苏晓晖,"国家间<中,美>",positive
中,"国家间<中,美>",positive
APEC,"国家-机构<美国,APEC领导人非正式会议>",positive
外交学院,"机构-人物<外交学院,高飞>",positive
习近平主席,"国家间<亚太,全球>",positive
新加坡国立大学东亚研究所,"机构-人物<新加坡国立大学东亚研究所,康端严>",positive
王毅,"机构-人物<APEC工商领导人峰会,习近平主席>",positive
中国国际问题研究院美国研究所,"机构-人物<中国国际问题研究院美国研究所,苏晓晖>",positive
苏晓晖,"国家间<中国,世界各国>",positive
中国,"国家-人物<中国,习近平主席>",positive
岸田,,neutral
尹锡悦,,neutral
尹锡悦,"国家-人物<日本,尹锡悦>",positive
韩日,"国家间<美国,中国>",neutral
习近平,"机构-人物<习近平,亚太经合组织>",positive
习近平,"国家-人物<习近平,中国>",positive
习近平,"机构-人物<习近平,亚太经合组织>",positive
习近平,"国家间<中国,亚太>",positive
中国,"国家-人物<习近平,中国>",positive
习近平,"国家-人物<亚太,习近平>",positive
美国总统拜登,,neutral
习近平,,positive
亚太,,positive
亚太,,positive
拜登,,neutral
中国,"国家间<中国,阿根廷等拉美国家>",positive
卢旺达国际经济学教授埃吉德·卡鲁兰加,,positive
习近平主席,,positive
亚太地区,,positive
亚太,,positive
印度尼西亚智库亚洲创新研究中心,"国家间<中国,亚太地区>",positive
班邦·苏尔约诺,"机构-人物<印度尼西亚智库亚洲创新研究中心,班邦·苏尔约诺>",positive
亚太各国,"国家-人物<习近平主席,中国>",positive
亚太经合组织,"国家间<中国,地区乃至全世界>",positive
美国,"国家间<中国,亚太>",positive
国家主席习近平,"机构-人物<亚太经合组织,国家主席习近平>",positive
柬埔寨皇家科学院国际关系研究所,"国家间<中国,全球>",positive
金平,"国家间<中国,亚太地区>",positive
习近平主席,"机构-人物<亚太经合组织,习近平主席>",positive
中国,"机构-人物<柬埔寨皇家科学院国际关系研究所,金平>",positive
中国,"国家-人物<习近平主席,中国>",positive
中国,"国家-机构<中国,第三届“一带一路”国际合作高峰论坛>",positive
第三届“一带一路”国际合作高峰论坛,"机构-人物<151个国家、41个国际组织的代表,第三届“一带一路”国际合作高峰论坛>",positive
中国,"机构-人物<《哈萨克斯坦实业报》,总编辑科尔茹姆巴耶夫>",positive
《哈萨克斯坦实业报》,"国家间<中国,国际>",positive
埃及金字塔政治和战略研究中心,"国家间<中国,亚太地区>",positive
亚洲事务研究专家艾哈迈德·坎迪勒,"国家间<全世界和亚太地区,中国>",positive
亚太,,neutral
亚太经合组织,"国家-机构<各成员,亚太经合组织>",positive
亚太,"国家间<各国,各国>",positive
地区各方,"国家间<地区各方,亚太>",neutral
亚太经合组织,"国家-机构<亚太经合组织,亚太地区>",positive
亚太地区,"国家间<亚太地区,亚太地区>",negative
亚太,"国家-机构<世贸组织,亚太>",positive
亚太经合组织,,neutral
习近平,,neutral
中华人民共和国,,neutral
亚太地区,"国家间<亚太地区,亚太地区特别是中小经济体>",neutral
亚太,,neutral
中国,"国家间<中国,100多个国家>",positive
中国,"国家-机构<中国,国际组织>",positive
亚太,"国家-人物<工商界朋友,亚太和世界>",positive
中国,"国家-人物<工商界朋友,中国>",positive
美国,"国家间<美国,亚太地区>",positive
中国,"国家间<美方,地区国家>",neutral
中国外交部发言人汪文斌,"国家-机构<美方,东盟>",neutral
美国,,neutral
美国学者泽奈勒·加西亚,,neutral
亚太地区,,neutral
亚太区域,"国家-人物<受训代表,中国>",positive
中国及其他国家,"国家-人物<中国,APPPC执行秘书Yubak>",positive
人民网,,positive
张玉峰,,positive
国家网信办副主任曹淑敏,,positive
国家网信办,,positive
江苏省委常委、省委宣传部部长,,positive
张爱军,,positive
印度尼西亚经济统筹部,,positive
印度尼西亚,,positive
印度尼西亚经济统筹部副部长穆罕默德·鲁迪·萨拉赫丁,,positive
泰国,,positive
泰国数字经济和社会部,,positive
泰国数字经济和社会部副部长纽因·乔奇亚西普,,positive
中国香港特区政府创新科技及工业局,,positive
中国,,positive
中国香港特区政府创新科技及工业局局长孙东,,positive
文莱,,positive
智利,,positive
马来西亚,,positive
中国,,positive
墨西哥,,positive
秘鲁,,positive
菲律宾,,positive
新加坡,,positive
中国,,positive
亚太经合组织,,positive
